alg,timestamp,only_inference,val_size_pct,infer_lr,infer_weight_decay,infer_num_epochs,gpu,seed,root_dir,results_csv,batch_size,num_epochs,lr,weight_decay,momentum,pretrained,infer_momentum,high_sampling_power,train_worst_group_accuracy,train_average_accuracy,group_accuracy,group_avg_precision,group_min_precision,group_avg_recall,group_min_recall,worst_group_accuracy,average_accuracy,early_stopping_worst_group_accuracy,early_stopping_average_accuracy,eiil_num_steps,eiil_lr,upsample_factor
eiil,2024-01-18 00:40:06.419128,False,15,1e-05,1.0,1,7,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,76.70490093847758,0.4327731092436975,0.2406015037593984,0.0,0.4102564102564102,0.0,14.19068736141907,86.82569545722957,51.88470066518847,96.033826145004,20000.0,0.01,
jtt,2024-01-18 11:38:15.584974,False,5,0.0001,0.01,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,99.87486965589156,0.2983193277310924,0.7619047619047619,0.5238095238095238,0.2760545905707195,0.1290322580645161,0.4672897196261682,84.16773688731479,69.66740576496674,96.76530663230253,,,100.0
jtt,2024-01-18 11:53:17.135103,False,15,0.0001,0.01,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,99.87486965589156,0.5476190476190477,0.6643678160919539,0.4666666666666667,0.2690929142542045,0.1792114695340501,0.4672897196261682,84.16773688731479,69.66740576496674,96.76530663230253,,,100.0
jtt,2024-01-18 14:31:29.039764,False,5,0.0001,0.1,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,99.87486965589156,0.2983193277310924,0.7894736842105263,0.5789473684210527,0.2760545905707195,0.1290322580645161,0.0,76.78832116788321,69.78193146417445,96.91293186062236,,,100.0
jtt,2024-01-18 14:52:48.782058,False,15,0.0001,0.1,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,99.87486965589156,0.5406162464985994,0.6618164374800128,0.4745762711864407,0.2601323407775021,0.1612903225806451,0.0,76.78832116788321,69.78193146417445,96.91293186062236,,,100.0
jtt,2024-01-18 17:59:18.806809,False,5,0.0001,0.01,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,99.93743482794578,0.2941176470588235,0.8095238095238095,0.6190476190476191,0.2983870967741935,0.0967741935483871,0.4672897196261682,83.21224380334324,67.44548286604362,96.96736340040792,,,100.0
jtt,2024-01-18 20:50:08.823034,False,15,0.0001,0.01,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,99.93743482794578,0.530812324929972,0.671972049689441,0.5178571428571429,0.2539977943203749,0.1362007168458781,0.4672897196261682,83.21224380334324,69.31464174454828,96.95033758287666,,,100.0
jtt,2024-01-18 11:11:35.673984,False,5,0.001,0.1,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,94.01459854014598,0.3991596638655462,0.6922043010752689,0.4166666666666667,0.5459057071960298,0.3225806451612903,0.0,76.78832116788321,51.24610591900312,61.82512712230741,,,100.0
jtt,2024-01-18 11:11:57.321690,False,15,0.001,0.1,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,94.01459854014598,0.6624649859943977,0.641994750656168,0.4173228346456692,0.5494210090984285,0.4193548387096774,0.0,76.78832116788321,51.24610591900312,61.82512712230741,,,100.0
jtt,2024-01-18 23:45:28.486581,False,5,0.0001,0.1,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,99.93743482794578,0.2857142857142857,0.8333333333333333,0.6666666666666666,0.3014888337468983,0.064516129032258,0.0,76.78832116788321,66.66666666666667,97.27289081892516,,,100.0
jtt,2024-01-19 01:32:53.930945,False,15,0.0001,0.1,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,99.93743482794578,0.5238095238095238,0.6660753880266075,0.5272727272727272,0.2450372208436724,0.1182795698924731,0.0,76.78832116788321,67.44548286604362,97.30872058852373,,,100.0
jtt,2024-01-18 11:36:04.332748,False,15,0.001,0.1,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,87.75808133472367,0.6680672268907563,0.546485888212507,0.3237410071942446,0.5751998897160187,0.5734767025089605,0.0,76.78832116788321,2.336448598130841,70.9525277737364,,,100.0
jtt,2024-01-18 11:36:16.071916,False,5,0.001,0.1,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,87.75808133472367,0.4327731092436975,0.6067355666429081,0.2786885245901639,0.5581058726220016,0.4623655913978494,0.0,76.78832116788321,2.336448598130841,70.9525277737364,,,100.0
jtt,2024-01-19 02:02:07.737535,False,5,1e-05,0.01,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,95.05735140771635,0.3907563025210084,0.7840909090909092,0.5681818181818182,0.5990488006617039,0.2365591397849462,0.0,23.211678832116785,87.85046728971963,93.90729550950442,,,100.0
jtt,2024-01-19 02:48:14.958674,False,15,1e-05,0.01,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,95.05735140771635,0.6078431372549019,0.6664816870144283,0.5094339622641509,0.4716018748276812,0.2508960573476702,0.0,23.211678832116785,88.1619937694704,95.0011989090188,,,100.0
jtt,2024-01-19 04:17:22.148129,False,5,1e-05,0.1,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,94.97393117831076,0.3907563025210084,0.7840909090909092,0.5681818181818182,0.5990488006617039,0.2365591397849462,0.0,23.211678832116785,86.43015521064302,94.24789768839123,,,100.0
jtt,2024-01-19 12:51:12.910397,False,15,1e-05,0.1,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,94.97393117831076,0.6078431372549019,0.6687740516767454,0.514018691588785,0.4780121312379377,0.2508960573476702,0.0,23.211678832116785,87.71618625277162,94.74436790752247,,,100.0
jtt,2024-01-19 15:22:10.221396,False,5,1e-05,0.01,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,96.07924921793534,0.3781512605042016,0.8205128205128205,0.6410256410256411,0.5775434243176178,0.1935483870967742,0.0,23.211678832116785,83.17757009345794,95.7231107408789,,,100.0
jtt,2024-01-19 16:26:26.354707,False,15,1e-05,0.01,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,96.07924921793534,0.5910364145658263,0.6792857142857143,0.53,0.4436862420733388,0.2078853046594982,0.0,23.211678832116785,84.11214953271028,95.46899838340208,,,100.0
jtt,2024-01-19 14:09:48.475711,False,5,1e-05,1.0,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,94.47340980187695,0.3865546218487395,0.7976190476190477,0.5952380952380952,0.5936724565756824,0.2258064516129032,0.0,23.211678832116785,83.90243902439025,93.70758439694364,,,100.0
jtt,2024-01-19 14:38:56.323440,False,15,1e-05,1.0,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,94.47340980187695,0.5966386554621849,0.6540873062817933,0.5233644859813084,0.4700854700854701,0.2222222222222222,0.0,23.211678832116785,83.90243902439025,93.70758439694364,,,100.0
jtt,2024-01-18 11:44:44.944396,False,15,0.001,1.0,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,76.78832116788321,0.4327731092436975,0.2406015037593984,0.0,0.4102564102564102,0.0,0.0,23.211678832116785,0.0,76.78832116788321,,,100.0
jtt,2024-01-18 11:11:19.607302,False,15,0.001,1.0,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,76.78832116788321,0.4327731092436975,0.2406015037593984,0.0,0.4102564102564102,0.0,0.0,23.211678832116785,0.0,76.78832116788321,,,100.0
jtt,2024-01-18 17:38:57.821554,False,15,0.0001,1.0,40,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,76.78832116788321,0.4327731092436975,0.2406015037593984,0.0,0.4102564102564102,0.0,0.0,23.211678832116785,0.0,76.78832116788321,,,100.0
jtt,2024-01-20 02:37:23.882772,False,5,1e-05,1.0,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,95.37017726798749,0.3739495798319328,0.8205128205128205,0.6410256410256411,0.5775434243176178,0.1935483870967742,0.0,23.211678832116785,82.55451713395638,95.3106822065374,,,100.0
jtt,2024-01-20 01:12:48.895248,False,5,1e-05,0.1,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.5235602094240838,96.03753910323256,0.3781512605042016,0.8205128205128205,0.6410256410256411,0.5775434243176178,0.1935483870967742,0.0,23.211678832116785,81.15264797507788,95.88787573462268,,,100.0
jtt,2024-01-20 01:38:59.319538,False,15,1e-05,0.1,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.5235602094240838,96.03753910323256,0.5910364145658263,0.681962481962482,0.5353535353535354,0.4436862420733388,0.2078853046594982,0.0,23.211678832116785,84.89096573208722,95.53714193144228,,,100.0
jtt,2024-01-20 03:30:54.270614,False,15,1e-05,1.0,60,0,0,/data,/home/sjoshi/spuco_experiments/end2end_tuning/group_recovery_metric/results.csv,64,300,1e-05,1.0,0.9,True,0.9,,0.0,95.37017726798749,0.5896358543417367,0.6600188020413644,0.5392156862745098,0.4547146401985112,0.20430107526881722,0.0,23.211678832116785,82.55451713395638,95.31068220653741,,,100.0
